time,row,col,demand
124,7,7,0
152,5,4,4
24,4,5,32
449,7,4,8
273,1,7,0
286,6,6,14
87,0,3,243
85,4,0,4
89,2,0,0
501,3,5,493
296,5,6,0
697,1,2,134
248,1,2,0
554,2,2,58
270,4,6,5
313,2,1,0
642,5,1,0
357,2,6,308
222,3,4,0
646,2,7,116
324,6,2,0
660,6,0,0
454,1,4,78
557,1,5,58
544,0,1,15
18,6,1,0
75,3,1,0
447,5,6,20
568,2,2,52
245,6,7,5
639,2,0,0
493,6,1,0
139,5,4,4
259,1,3,67
229,4,3,21
593,7,5,17
73,2,6,41
476,4,0,0
434,0,2,58
639,3,0,0
465,6,1,0
13,3,3,90
18,0,3,85
704,5,3,35
129,1,3,320
48,5,7,9
702,4,1,13
205,0,6,85
74,2,4,10
99,6,1,0
31,2,6,3
541,4,1,15
611,1,0,11
521,4,5,152
695,3,0,0
518,3,6,67
391,0,2,0
293,5,0,0
584,0,6,0
553,2,2,52
609,3,5,0
567,5,6,32
24,0,0,11
243,1,5,9
667,3,5,153
130,1,2,74
630,2,2,0
411,1,0,0
500,2,5,167
25,3,7,11
21,1,0,0
363,4,3,35
38,0,1,18
377,1,7,92
547,4,4,40
670,2,0,0
319,7,2,0
135,5,7,39
621,1,4,75
318,4,1,0
585,1,0,0
441,6,2,0
547,4,7,129
239,1,4,13
154,0,0,4
535,3,7,0
323,3,0,0
707,5,2,0
401,6,7,0
312,7,6,42
134,4,3,11
716,5,7,35
571,2,2,52
351,3,0,0
252,5,2,0
72,3,2,10
258,6,1,9
509,7,6,15
514,0,0,0
550,2,4,190
632,5,7,0
104,1,2,6
204,4,3,8
596,7,6,17
425,3,7,106
218,3,5,50
334,6,1,0
468,4,1,0
624,1,5,194
523,4,3,53
417,3,4,0
446,0,6,25
694,3,4,107
272,7,4,0
254,6,7,14
187,5,7,46
361,0,6,319
192,6,6,0
107,6,3,4
725,4,7,200
337,3,5,162
190,1,6,15
533,5,3,9
656,6,4,0
182,6,0,0
393,3,6,7
228,6,4,0
606,2,4,57
620,5,2,11
122,3,1,4
557,4,4,42
484,3,4,59
230,0,7,8
674,3,3,161
376,1,7,57
441,0,0,0
40,0,0,3
567,2,7,74
482,1,1,0
404,6,3,48
524,5,5,123
420,0,6,19
382,7,7,11
148,4,3,11
182,0,3,27
78,7,5,0
287,4,7,38
430,5,7,82
525,7,0,0
640,3,5,67
683,5,2,0
49,0,7,12
624,4,1,11
520,3,0,0
131,4,7,261
620,1,0,0
137,2,7,42
644,5,7,67
117,5,7,13
112,7,5,0
361,4,7,35
555,6,4,32
463,1,3,27
488,7,0,0
642,6,5,30
502,2,5,318
391,5,1,0
493,5,1,0
296,0,7,9
56,0,2,115
281,4,0,0
521,4,4,47
606,3,1,18
147,3,3,7
582,3,3,61
18,1,1,5
82,5,1,0
561,3,0,0
548,3,5,335
253,4,5,31
532,2,6,184
343,7,5,0
175,7,0,0
441,2,6,33
370,6,6,0
645,0,1,11
153,2,1,4
10,7,6,3
435,5,0,0
255,3,3,27
184,0,5,24
132,1,7,74
16,1,5,218
403,3,1,18
31,1,3,3
594,4,6,230
504,7,0,0
369,5,6,0
115,4,5,54
42,5,6,197
222,7,2,0
232,2,0,0
448,0,3,45
316,0,4,32
116,1,6,56
94,0,4,41
157,7,0,0
239,4,2,0
399,1,6,119
434,1,0,0
401,3,4,53
418,4,7,0
113,6,4,13
101,7,6,0
52,0,2,0
568,1,5,184
27,0,3,0
452,5,1,13
499,7,7,0
367,0,0,0
389,5,7,18
47,5,5,25
351,7,6,0
41,3,0,3
16,4,2,0
131,2,7,105
671,4,2,0
336,7,6,17
639,0,0,0
261,4,7,50
228,0,7,8
168,2,2,19
440,1,7,0
62,4,1,169
232,1,0,0
277,5,6,0
241,5,1,0
322,1,3,0
425,5,4,31
401,0,7,108
194,6,1,0
362,0,7,148
459,1,0,0
515,1,5,9
483,3,1,0
447,7,0,0
539,2,3,9
362,4,0,0
686,6,4,0
376,6,6,7
470,0,3,289
711,2,7,13
655,6,3,0
316,2,0,0
620,2,1,18
460,7,2,0
626,2,5,134
431,2,2,87
305,4,5,79
556,4,4,52
125,4,3,4
128,4,0,0
80,7,4,0
150,1,2,0
49,1,1,0
349,3,5,64
4,4,5,0
279,1,1,5
704,2,3,125
31,1,7,0
594,4,2,0
145,1,6,25
125,4,2,0
268,4,5,14
71,2,0,3
425,3,3,31
160,3,6,955
676,5,0,0
623,3,2,0
631,0,6,0
519,6,7,9
171,7,1,0
590,4,3,34
228,5,3,0
218,5,4,5
677,0,5,41
107,5,0,0
553,4,5,200
562,5,0,0
160,4,6,453
179,5,2,0
126,4,7,0
8,3,6,14
307,6,7,9
429,7,3,7
382,2,2,17
140,1,1,4
76,6,5,4
373,5,0,0
631,2,3,30
45,4,3,40
494,7,4,8
151,2,1,0
142,7,4,0
558,6,6,10
591,0,1,27
300,5,2,0
39,5,7,419
234,0,2,13
406,3,0,7
710,6,4,13
230,2,6,26
147,4,1,0
731,7,6,73
333,1,1,6
690,4,3,0
166,7,2,0
500,1,7,137
267,7,3,75
430,4,1,7
713,2,0,0
636,5,1,0
66,2,1,12
479,3,0,48
372,0,4,28
444,4,3,20
357,0,2,33
278,7,7,0
676,3,1,0
242,3,6,27
679,4,7,0
74,2,1,0
189,5,1,0
692,6,2,0
198,5,2,0
352,5,3,10
185,7,6,0
149,2,6,0
178,5,7,4
235,1,6,16
144,4,3,44
346,0,6,0
417,7,0,0
529,6,4,15
570,7,4,26
75,3,0,0
499,7,0,0
206,1,6,36
460,5,5,61
88,3,2,4
643,2,7,116
570,4,0,0
685,5,4,66
672,5,6,494
554,4,5,142
152,0,0,0
644,6,4,11
657,3,0,0
556,3,5,194
629,6,0,0
497,4,1,36
221,6,5,0
298,3,3,40
393,2,3,7
605,2,7,92
208,4,3,12
143,2,3,56
262,4,1,17
364,1,7,35
165,7,1,0
168,0,3,43
51,7,1,0
44,5,6,424
713,4,5,22
238,6,4,5
270,6,3,0
144,1,6,25
198,2,3,0
730,2,1,23
218,3,0,0
81,0,7,152
618,2,1,11
222,1,5,5
545,0,5,71
533,7,5,0
606,6,5,11
85,2,4,114
162,5,4,37
39,7,0,0
542,5,5,111
594,6,4,54
627,4,3,37
643,7,7,19
323,0,5,0
195,4,6,8
111,0,0,0
346,2,0,0
272,2,6,5
717,5,2,0
231,1,2,16
498,1,5,131
318,5,0,0
670,2,7,172
620,1,4,64
483,7,7,14
318,3,2,10
467,3,3,8
371,5,2,0
391,0,0,0
317,7,4,10
712,5,2,0
10,0,6,196
635,0,1,0
348,1,7,27
414,3,7,0
5,0,6,0
203,6,4,0
694,7,5,21
580,1,7,88
81,6,7,0
384,6,4,18
311,2,3,58
151,1,0,0
241,6,0,0
513,6,7,0
120,2,3,35
411,2,2,12
582,1,3,34
213,3,5,371
101,4,4,4
360,7,6,0
106,0,1,4
51,4,1,0
262,3,6,120
706,2,1,13
535,3,3,15
257,2,7,44
52,6,3,0
482,6,0,0
280,2,2,18
256,6,0,0
82,6,2,0
435,6,5,45
227,2,7,8
609,2,2,11
278,6,5,88
666,3,2,20
539,2,0,0
139,2,2,17
137,0,2,24
90,3,2,10
25,4,6,23
675,6,4,74
594,6,7,115
342,2,7,27
171,0,5,0
721,0,2,59
441,6,7,0
294,5,5,0
35,5,0,0
124,1,6,4
379,6,0,0
476,7,4,13
155,3,2,11
511,1,1,0
406,1,2,23
237,3,6,47
394,6,6,0
599,0,6,220
175,4,3,4
487,6,6,0
730,1,6,82
356,4,0,6
10,4,2,0
681,2,1,0
581,4,1,10
531,4,6,65
656,1,6,20
491,6,5,0
660,2,3,141
700,0,0,56
413,7,3,0
18,5,1,3
435,3,5,91
185,5,0,0
52,3,1,0
658,3,1,12
444,7,4,0
336,0,1,6
591,1,7,230
285,6,0,0
270,6,1,0
461,4,3,103
221,3,5,8
141,2,7,48
673,5,6,119
175,4,5,15
293,2,5,25
530,4,7,31
340,5,0,0
196,6,6,0
210,1,7,93
213,7,0,0
5,5,1,0
618,3,5,128
472,1,6,90
98,0,1,0
206,0,1,16
617,0,4,18
563,7,5,0
253,1,1,0
625,2,5,205
583,3,4,0
637,6,5,86
393,5,5,0
295,2,4,6
129,6,2,0
569,2,4,110
199,5,5,0
207,0,6,88
485,2,5,72
589,6,4,0
49,2,2,9
409,6,7,19
79,0,2,0
658,4,5,0
575,1,1,0
276,2,5,29
121,7,2,0
113,1,1,0
33,7,1,0
652,1,0,0
603,6,4,36
79,0,0,0
346,0,2,0
436,2,5,40
614,0,0,18
150,2,0,0
620,2,5,92
138,5,2,4
495,1,0,0
563,4,4,16
491,4,5,0
390,3,1,0
69,0,1,12
196,7,5,5
433,4,4,139
268,1,7,29
139,5,6,579
646,0,6,164
264,0,6,56
642,0,6,49
284,6,4,0
511,3,7,0
333,2,1,6
341,1,2,10
306,1,7,43
319,5,6,0
356,0,3,141
276,1,5,5
711,6,5,13
497,1,0,8
670,1,7,165
592,3,1,0
56,2,6,34
491,6,6,0
677,1,7,86
589,6,7,10
168,2,7,31
11,1,6,101
344,7,1,0
24,6,2,0
428,4,7,43
699,3,2,13
157,1,1,4
277,2,5,32
674,1,1,0
486,5,3,0
690,6,3,0
703,1,7,225
202,2,1,5
50,2,5,21
500,0,1,0
531,2,4,80
566,4,0,0
212,1,4,81
557,5,1,10
445,6,1,0
724,1,5,1017
547,7,2,0
77,3,5,0
108,3,0,0
477,6,3,8
726,5,4,531
132,5,4,13
466,1,0,0
700,4,2,0
477,0,1,0
515,5,5,0
713,2,6,13
201,0,7,0
382,0,4,79
57,3,7,177
150,2,6,4
696,4,3,22
0,6,4,0
353,2,4,64
726,0,1,59
155,0,0,4
14,6,5,22
692,5,5,0
296,7,7,0
307,3,3,79
135,0,2,98
430,3,5,188
422,5,0,0
491,3,1,8
473,5,4,61
677,3,2,0
216,0,3,64
599,3,1,44
220,2,5,8
494,6,2,0
64,0,7,90
331,5,0,0
37,7,0,0
710,4,3,22
328,5,7,113
209,7,3,0
704,2,5,212
388,7,0,0
655,2,6,12
591,7,2,0
198,0,5,8
296,2,3,6
720,1,1,0
3,3,2,0
182,0,5,31
372,1,6,0
127,2,2,0
613,7,0,0
192,2,5,28
502,7,7,8
106,3,2,0
607,3,4,0
56,0,7,19
522,4,0,0
8,5,7,11
390,0,0,0
224,5,3,0
500,5,6,340
674,4,6,148
642,1,6,67
556,2,6,142
12,4,2,0
97,2,1,13
219,0,1,5
662,1,5,376
585,6,7,0
459,0,2,48
581,3,5,105
96,7,6,13
96,7,4,4
508,5,2,29
402,3,2,0
297,6,2,0
134,6,2,0
368,4,7,0
71,0,3,57
467,2,1,0
70,3,1,3
671,4,6,713
452,5,4,20
493,2,0,0
111,4,6,43
609,3,0,0
410,1,1,19
505,3,3,29
273,0,1,0
350,1,4,75
246,4,7,0
80,4,0,0
605,4,0,0
505,2,5,266
549,4,6,624
625,0,4,60
51,7,2,0
228,5,2,0
689,5,5,0
653,5,6,31
386,2,3,160
432,3,2,124
496,4,1,14
317,0,0,0
265,7,3,0
588,0,6,17
388,7,7,18
144,2,7,37
14,2,7,131
432,4,4,119
458,0,0,8
656,4,5,12
569,0,0,10
277,3,4,18
176,6,1,0
380,2,1,0
641,6,4,19
136,0,7,170
173,6,4,0
520,6,6,15
589,7,2,0
712,5,1,0
704,5,0,0
292,5,7,19
1,7,0,0
313,2,5,164
676,4,5,107
171,1,5,0
18,1,2,120
723,2,0,0
173,5,6,0
567,3,6,200
238,7,5,13
580,6,4,17
98,4,4,17
168,3,7,15
205,4,4,40
65,3,5,702
377,0,3,92
198,7,4,0
157,7,3,398
48,5,6,9
10,6,2,0
116,3,3,33
325,1,0,0
40,1,3,634
324,2,1,0
576,2,5,677
273,2,1,0
314,7,2,0
36,7,4,0
264,3,3,32
541,2,6,95
724,0,2,236
323,0,6,0
440,6,4,0
543,1,7,151
261,2,5,94
561,4,3,0
593,5,4,17
211,4,0,0
158,4,6,263
72,2,6,44
397,0,4,48
82,2,0,0
99,0,7,4
286,5,1,0
564,6,4,0
42,0,6,1089
571,1,5,177
308,6,2,0
330,5,3,0
100,7,0,0
207,4,3,5
203,7,6,8
137,4,0,4
99,3,2,10
390,6,7,0
621,2,3,75
410,3,5,700
553,7,3,0
310,5,1,0
310,6,1,0
253,3,1,5
485,1,5,59
412,5,0,0
696,5,3,22
432,3,7,124
327,2,3,109
399,5,7,101
289,6,6,83
52,3,5,0
652,6,3,0
480,0,2,28
587,1,2,0
297,4,3,9
450,1,5,40
83,0,6,288
148,5,7,0
227,6,4,0
288,6,0,0
118,4,6,20
339,5,1,0
430,7,1,0
364,0,0,11
83,1,1,0
269,1,6,0
387,7,7,0
126,6,0,0
359,4,6,318
588,2,0,0
685,2,0,0
583,0,4,0
608,0,5,11
33,0,2,147
55,3,6,3
344,5,4,0
633,7,3,0
137,4,4,42
729,3,2,59
625,0,3,146
432,1,0,13
148,2,0,0
641,2,7,49
257,3,2,31
701,4,0,0
77,2,6,4
411,0,6,168
20,4,3,46
264,2,3,47
730,4,0,0
334,1,4,51
381,7,4,17
580,7,1,0
500,3,7,95
97,1,4,10
545,5,4,25
323,5,4,6
530,0,2,25
13,5,0,0
276,2,6,18
171,0,2,0
45,3,3,37
156,4,5,96
454,4,0,13
655,2,3,63
539,6,5,0
481,4,6,290
562,4,4,0
561,0,0,0
53,3,1,0
123,6,0,0
523,1,4,47
310,0,2,40
348,1,1,0
377,3,3,46
408,6,0,0
597,1,3,149
618,5,3,11
406,5,4,78
80,1,6,6
569,3,4,168
67,6,7,100
116,2,5,70
249,6,0,0
405,5,1,0
648,2,1,0
184,0,4,15
341,7,6,6
10,1,0,0
535,0,4,15
386,2,4,41
88,0,5,101
440,7,7,0
495,4,4,123
274,6,0,0
76,0,6,12
450,5,1,0
266,0,7,29
183,4,3,7
622,3,4,36
133,3,3,70
565,4,5,84
512,6,1,0
289,2,7,43
650,0,3,153
216,7,2,0
621,7,2,11
651,1,3,192
116,0,4,43
388,5,1,7
448,5,5,20
671,6,2,20
500,0,6,231
82,5,7,91
604,1,4,110
70,7,3,0
546,1,4,25
455,2,0,0
363,4,7,22
635,7,0,0
263,3,6,67
489,5,7,0
379,4,2,0
349,3,2,10
43,4,4,129
81,5,2,0
18,4,5,276
341,7,7,0
403,7,4,37
567,4,4,135
186,6,6,0
662,7,7,0
416,7,5,7
247,6,7,5
194,5,3,16
157,6,7,18
620,5,0,0
502,1,2,64
415,6,3,0
588,5,2,0
183,0,2,7
486,0,6,36
41,5,5,218
190,2,1,0
560,4,1,0
253,3,3,31
675,1,4,0
653,2,4,82
570,2,1,26
294,5,7,15
290,4,2,0
709,3,5,69
385,7,6,30
597,4,7,132
228,7,5,21
233,7,4,0
116,3,0,0
705,4,1,13
105,1,2,17
667,5,6,102
69,7,7,19
248,3,7,9
463,3,2,8
158,5,4,18
33,5,5,25
136,1,6,168
618,7,7,18
666,3,4,184
480,4,7,72
416,7,3,0
451,0,1,20
704,7,0,0
404,1,1,23
67,2,7,244
674,6,0,0
433,1,6,20
74,2,0,0
535,7,4,0
625,1,6,60
496,2,1,0
297,2,4,6
292,7,4,0
496,0,4,72
272,7,6,32
577,0,0,61
423,5,1,0
468,0,1,0
224,4,4,0
139,1,3,76
459,7,4,8
42,1,4,23
564,2,3,16
438,5,7,40
675,2,2,119
284,2,1,5
72,7,7,4
512,2,1,0
62,1,6,226
630,6,7,37
85,5,7,259
479,6,0,0
548,6,0,0
55,7,0,0
400,0,4,71
583,3,7,10
150,4,4,7
430,1,1,24
710,7,0,0
347,3,5,17
697,6,0,0
296,4,4,0
606,3,0,0
261,3,1,9
687,7,5,0
190,3,6,50
39,6,1,0
268,2,1,0
153,1,3,132
302,6,4,30
604,3,7,167
401,5,2,96
467,6,1,0
120,2,6,35
673,3,1,0
49,5,6,9
19,0,6,1201
691,5,1,0
487,4,5,28
486,5,6,8
28,5,0,0
488,1,1,0
404,6,6,18
306,7,1,0
526,1,3,76
315,2,0,0
87,6,4,10
534,1,3,15
345,0,3,0
607,7,5,0
330,7,5,16
438,7,6,8
560,5,6,10
94,4,2,0
455,4,2,0
256,6,4,14
59,2,2,34
466,1,4,13
314,5,0,0
460,3,4,27
414,0,2,19
290,1,4,0
72,6,0,0
676,4,3,66
154,1,3,114
500,3,2,14
399,2,1,7
445,7,3,0
332,6,6,0
79,4,3,4
656,6,0,0
265,6,2,5
440,5,6,0
85,2,6,844
218,5,7,21
713,0,5,22
448,1,0,0
193,0,5,20
58,6,3,3
310,6,7,9
378,2,1,17
731,2,2,154
74,6,7,4
584,7,0,0
272,1,5,0
697,7,2,0
646,1,2,97
368,6,7,0
661,3,6,165
218,7,0,0
316,4,0,0
483,1,0,8
728,4,4,663
680,1,6,12
556,2,4,16
370,4,5,0
366,6,3,7
191,2,7,24
620,2,4,75
519,3,5,219
606,7,0,0
117,4,7,29
722,3,5,1311
539,6,1,0
267,5,7,14
111,7,0,0
52,4,5,0
76,0,4,0
41,1,5,502
342,0,1,0
646,0,3,146
628,7,5,86
59,3,1,42
723,3,2,36
265,0,6,47
605,6,1,0
434,7,6,8
676,3,5,173
638,7,6,0
176,6,6,0
710,0,5,0
398,3,3,48
720,4,2,0
278,1,5,18
93,6,0,0
306,2,5,55
382,6,5,35
69,4,6,548
632,5,0,0
470,4,0,0
168,1,1,4
185,0,1,7
217,7,7,0
658,7,6,90
182,4,3,38
15,1,4,14
397,0,3,37
296,1,4,0
494,3,0,0
266,0,6,52
627,2,4,86
327,6,1,16
411,7,5,0
444,0,6,13
724,1,7,436
328,7,1,0
179,7,3,0
411,3,1,0
471,6,3,56
172,1,1,4
533,4,7,55
325,7,3,0
290,5,6,0
259,3,0,0
122,1,2,17
413,1,2,70
651,6,0,0
282,6,0,0
477,4,3,56
118,1,5,40
59,5,5,162
574,4,7,110
580,6,6,0
271,2,4,0
555,4,6,84
152,5,0,0
247,1,1,0
29,0,0,0
623,3,5,156
664,0,0,133
642,7,2,11
104,1,5,10
296,4,2,0
509,2,1,0
351,4,2,0
312,4,4,67
501,2,4,123
527,5,0,0
395,3,5,11
104,3,2,0
682,3,1,0
710,3,4,0
724,7,6,163
442,7,4,0
568,3,4,58
38,5,0,0
325,4,6,20
432,6,2,13
312,6,3,0
155,5,1,0
246,2,5,0
437,3,1,0
655,3,1,0
413,1,6,31
641,1,5,78
539,7,0,0
180,5,0,0
616,7,5,11
302,7,6,147
633,5,0,0
81,0,3,95
651,2,3,122
699,0,3,246
728,4,7,576
201,3,1,0
136,0,0,0
422,4,1,0
193,6,1,0
199,4,1,0
438,2,4,45
257,4,6,111
86,3,1,10
60,1,0,0
213,1,4,36
424,4,0,0
226,2,5,13
574,5,7,32
71,3,1,6
174,1,1,7
323,1,0,0
171,6,6,0
338,3,6,237
206,5,5,65
31,0,1,0
41,6,4,80
453,7,2,0
471,7,6,27
362,1,1,7
511,7,3,0
355,3,7,48
599,3,0,0
117,1,5,50
236,4,0,8
300,6,4,19
693,3,1,140
365,7,6,7
334,5,2,6
328,0,2,36
95,5,5,57
458,2,3,42
237,5,2,0
102,7,1,0
468,0,6,0
32,2,6,32
541,5,3,15
212,1,5,174
467,0,3,8
298,7,0,0
132,4,5,94
268,6,1,0
514,5,0,0
593,3,3,193
495,6,2,0
246,4,4,9
365,6,5,39
625,7,5,49
63,6,2,0
517,4,1,15
270,2,6,5
528,1,2,31
682,5,0,0
658,3,7,12
168,2,6,139
442,3,2,0
661,6,0,0
675,2,4,95
68,1,3,222
552,3,3,184
675,5,5,33
208,4,4,40
420,1,1,0
159,2,4,98
55,6,1,0
340,4,6,27
45,2,0,0
317,6,7,0
47,3,0,0
722,1,3,368
42,7,7,3
356,6,0,0
335,5,3,20
13,6,7,181
289,0,1,6
23,1,6,46
714,3,2,22
574,5,0,0
404,2,4,96
594,1,0,0
323,1,6,32
220,3,1,5
640,4,1,11
290,2,3,0
449,5,6,53
54,7,4,0
410,2,7,94
122,7,2,0
707,1,3,99
405,7,3,0
446,4,6,25
548,0,0,65
289,1,6,79
232,5,1,5
160,3,3,69
274,2,4,5
479,2,5,387
199,3,7,8
252,4,7,5
19,2,0,0
83,2,3,284
244,3,7,17
204,1,7,36
648,2,6,133
177,6,1,0
293,3,3,92
584,2,2,0
460,4,1,21
228,0,3,5
573,0,1,10
255,5,2,0
195,1,2,12
26,3,2,0
52,3,2,0
127,0,4,0
715,7,2,0
661,3,3,192
622,7,3,11
81,6,3,0
547,3,3,71
455,5,2,0
174,4,3,7
68,7,6,19
351,5,0,0
317,6,4,6
153,5,0,0
20,3,3,41
618,7,5,11
580,0,1,0
177,4,5,0
350,5,7,17
252,4,6,31
391,5,6,11
139,1,2,35
717,4,6,99
482,7,1,0
329,4,1,32
27,2,6,0
669,7,1,0
149,3,1,0
495,4,7,81
340,1,5,54
159,5,2,32
253,1,2,17
154,6,5,11
119,2,6,40
635,3,0,0
635,3,4,0
610,5,6,0
98,7,1,0
672,1,0,0
519,5,7,76
624,4,6,97
241,4,1,5
696,2,4,303
328,5,3,0
634,5,1,30
23,0,2,22
50,0,4,12
164,5,3,11
716,7,5,13
682,6,0,0
232,7,4,0
314,2,5,129
460,7,0,0
530,6,4,25
435,2,6,33
315,5,4,10
640,2,4,86
242,1,1,5
486,2,6,28
326,5,1,0
719,1,4,22
698,7,4,35
390,0,3,0
492,5,0,0
484,0,2,14
23,4,3,24
411,2,5,219
296,7,6,0
265,4,1,0
58,3,5,120
404,7,5,0
578,4,6,254
229,6,0,0
594,3,7,159
720,4,4,73
219,5,3,8
590,3,1,10
612,6,6,0
340,1,3,87
432,3,5,329
572,1,4,52
511,0,7,9
305,0,5,74
363,7,3,7
320,7,6,6
569,3,6,158
308,1,1,6
307,2,2,40
519,3,3,105
412,2,0,0
211,3,0,0
210,7,7,5
109,0,2,17
421,3,4,106
325,6,3,6
506,7,5,29
178,2,5,7
429,5,0,0
624,0,6,127
623,7,2,11
596,1,5,132
497,0,1,14
622,0,0,0
81,6,0,0
9,5,7,44
390,3,6,41
660,7,0,0
629,2,1,0
405,2,7,41
223,4,0,0
562,0,5,0
277,1,3,41
712,0,5,13
555,5,0,0
3,3,7,5
178,7,0,0
443,2,2,0
182,4,1,12
433,5,4,66
672,4,7,148
444,4,5,13
348,6,4,10
38,4,5,66
352,2,5,125
653,7,3,0
601,1,3,167
323,1,3,10
689,7,2,0
220,0,6,13
402,6,5,11
688,5,0,0
235,4,2,0
220,0,7,8
412,1,7,51
381,1,2,39
529,1,6,200
270,3,7,5
236,3,3,34
421,1,3,101
467,2,2,0
43,5,4,298
541,4,5,71
611,7,2,0
552,1,7,116
333,2,7,57
454,4,5,40
308,4,0,0
499,1,6,209
118,3,2,0
461,1,6,69
686,0,2,0
244,0,5,22
337,4,7,75
17,1,2,36
650,6,6,0
327,2,7,42
12,7,3,0
247,4,3,9
15,2,3,183
218,5,1,0
5,4,2,0
255,6,2,0
558,0,0,0
174,5,2,0
360,1,3,164
186,1,5,24
438,2,5,40
447,0,2,20
505,6,0,0
427,0,7,101
678,4,1,0
582,4,7,17
547,0,2,49
45,7,3,0
459,3,0,0
582,2,6,78
667,7,0,0
160,7,1,0
190,4,3,31
128,5,7,13
225,0,7,5
281,6,7,5
630,6,0,0
140,1,2,13
493,5,4,28
246,1,5,5
480,4,4,100
248,6,5,5
355,2,1,17
76,6,2,0
505,2,6,228
69,0,5,487
192,7,4,20
8,5,3,3
208,6,2,0
326,4,3,32
182,1,2,12
368,2,1,0
77,4,5,4
142,1,5,135
162,5,5,121
670,5,7,376
217,0,2,21
667,4,7,153
150,2,1,0
576,0,4,318
535,7,6,0
49,3,0,0
251,1,7,5
289,1,5,49
35,6,0,0
91,3,3,38
707,7,2,0
404,3,5,190
45,3,4,23
62,0,3,94
434,1,6,66
487,5,2,0
329,0,0,0
41,7,4,6
557,2,2,26
216,1,5,55
701,0,6,1474
670,5,1,0
447,4,4,58
398,1,7,167
455,1,5,91
85,7,7,16
566,2,7,100
174,7,2,0
300,7,3,0
305,2,4,79
72,2,7,32
510,0,7,15
333,0,3,67
680,6,6,0
122,7,5,4
116,7,6,4
407,6,5,18
288,7,1,0
542,4,3,9
414,5,6,7
570,2,4,126
140,5,3,4
32,6,0,0
97,0,3,10
354,7,0,0
221,6,0,0
278,2,1,0
580,7,4,0
239,4,5,21
104,1,4,0
31,6,4,3
296,1,3,0
203,6,3,0
3,5,0,0
378,1,5,153
137,6,4,7
412,1,2,39
507,7,4,9
602,0,4,92
437,4,1,25
137,4,6,840
311,3,5,402
430,7,6,0
90,3,3,47
431,3,3,87
576,5,2,0
249,3,7,5
499,2,3,95
571,7,1,0
674,4,7,41
417,6,0,0
311,4,2,0
621,3,4,82
401,1,5,66
342,6,6,6
210,3,2,5
206,7,1,0
637,2,4,19
375,6,5,39
200,7,1,0
456,0,2,77
238,4,5,37
555,1,5,152
620,6,6,46
536,7,4,0
533,5,2,0
309,6,2,0
189,6,4,4
624,1,6,67
98,3,5,27
320,6,5,0
119,6,5,4
288,2,7,40
459,0,1,21
599,6,5,17
146,4,1,0
612,7,6,28
135,1,4,21
283,4,1,9
541,7,3,0
522,2,6,275
511,5,0,0
704,0,1,22
710,0,1,0
311,3,3,64
75,2,4,0
370,5,6,0
279,2,5,9
413,7,4,7
513,4,0,0
549,5,7,49
642,3,2,30
270,4,3,18
655,2,4,12
667,1,6,294
423,2,3,94
94,5,2,0
625,1,4,97
132,5,7,13
699,4,0,0
152,4,3,0
81,2,7,111
33,2,0,3
114,6,0,0
72,3,1,0
390,3,4,7
571,2,3,152
130,0,5,70
89,5,0,4
600,2,3,156
543,4,2,0
113,7,0,0
98,5,7,20
530,3,6,230
629,0,6,49
600,5,3,36
404,3,1,0
33,2,4,326
454,5,4,20
146,1,0,0
537,0,0,0
731,3,5,590
22,2,0,0
714,4,6,69
51,1,6,0
343,4,0,0
84,7,3,28
167,1,1,0
30,7,0,0
419,4,4,0
665,6,4,20
684,1,0,0
385,7,4,23
138,6,4,4
129,3,6,196
273,2,2,0
294,0,6,15
125,6,2,0
611,7,7,0
563,6,2,0
499,4,3,36
16,1,4,19
88,0,3,107
61,4,1,90
721,3,2,14
216,7,3,13
559,7,7,0
552,2,7,135
580,2,2,105
368,4,1,0
661,5,5,39
215,7,2,0
440,0,3,20
531,3,0,0
214,2,1,0
80,4,5,4
431,2,4,156
448,5,6,8
206,4,0,0
27,5,6,0
111,7,7,33
47,0,6,32
589,6,2,0
660,0,4,12
121,2,5,4
535,0,2,9
529,7,7,9
46,4,6,147
51,0,3,9
21,4,1,8
292,2,7,19
130,2,2,17
541,3,1,9
565,1,4,68
131,1,0,0
57,1,2,250
105,7,7,33
93,6,5,26
223,2,2,0
652,4,1,0
367,0,5,0
395,0,3,0
4,5,3,0
245,1,3,0
346,5,6,0
147,3,0,0
297,4,7,9
480,7,3,0
688,1,3,119
122,2,0,7
30,7,3,0
429,1,7,94
665,5,5,71
182,2,0,0
268,3,6,14
611,3,1,0
551,6,0,0
591,1,4,88
279,0,4,14
347,6,2,0
283,5,5,52
223,2,7,0
433,7,7,8
436,2,7,58
167,2,3,80
534,2,1,0
388,6,7,7
260,3,1,9
581,1,1,10
604,0,3,103
537,1,1,0
286,7,1,0
522,3,3,53
10,4,5,174
404,4,6,142
489,1,3,0
492,0,2,28
250,5,5,17
309,7,5,6
402,0,3,78
681,5,6,0
140,6,3,39
195,2,4,16
417,6,3,7
353,5,1,10
484,4,6,95
112,7,3,0
52,5,2,0
537,1,3,0
269,4,3,84
396,6,1,0
518,7,1,0
303,7,5,0
114,6,6,4
298,3,6,89
556,3,6,100
9,3,0,0
438,0,0,25
563,4,5,10
605,3,6,92
42,3,3,66
366,7,2,0
142,2,0,4
37,7,5,3
466,0,4,13
560,0,4,16
